Bid Amount($),Team Name,Player Name,Rand,Won?
44.44444444444444,Team 1,Ryan Buchter,0.8379345364483747,True
44.44444444444444,Team 2,Chris McGuiness,0.5694981827349915,True
44.44444444444444,Team 2,Lee Gronkiewicz,0.4792159381178933,True
44.44444444444444,Team 2,Drew Meyer,0.2923555250410218,True
44.44444444444444,Team 1,Pedro Severino,0.13789504360545468,True
44.44444444444444,Team 1,Akeel Morris,0.03625282196979973,True
22.22222222222222,Team 1,Lee Gronkiewicz,0.8700932345095328,False
22.22222222222222,Team 1,Drew Meyer,0.8665114109647367,False
22.22222222222222,Team 1,Chris McGuiness,0.7731194869414306,False
22.22222222222222,Team 2,Akeel Morris,0.6982531303187255,False
22.22222222222222,Team 2,Pedro Severino,0.6718128455823087,False
22.22222222222222,Team 2,Ryan Buchter,0.06837990822656326,False
